slug,date,season,from_club,to_club,fee,market_value,kind
roland-idowu,2022-01-28,21/22,Bohemians,Waterford FC,free transfer,€25k,free
roland-idowu,2021-08-30,21/22,Cardiff City U23,Bohemians,free transfer,-,free
roland-idowu,2020-09-21,20/21,Southampton U18,Cardiff City U23,free transfer,-,free
roland-idowu,2018-08-01,18/19,St. Josephs Boys,Southampton U18,?,-,
romeo-akachukwu,2026-07-01,26/27,Southampton U21,Southampton,-,€150k,
romeo-akachukwu,2026-05-31,25/26,Colchester Utd.,Southampton U21,End of loan,€150k,loan end
romeo-akachukwu,2026-02-02,25/26,Southampton U21,Colchester Utd.,loan transfer,€150k,loan
romeo-akachukwu,2024-08-05,24/25,Waterford FC,Southampton U21,€375k,€50k,fee
romeo-akachukwu,2022-03-04,21/22,WFC Academy,Waterford FC,-,-,
ronan-boyce,2026-01-01,25/26,Derry City,St. Pat's,free transfer,€175k,free
ronan-boyce,2019-08-30,19/20,Derry Academy,Derry City,-,-,
ronan-coughlan,2024-01-03,23/24,Waterford FC,Fleetwood,free transfer,€100k,free
ronan-coughlan,2023-02-14,22/23,St. Pat's,Waterford FC,free transfer,€100k,free
ronan-coughlan,2021-01-01,20/21,Sligo Rovers,St. Pat's,free transfer,-,free
ronan-coughlan,2019-02-14,18/19,Cork City,Sligo Rovers,free transfer,-,free
ronan-coughlan,2018-07-12,18/19,Bray Wanderers,Cork City,?,-,
ronan-coughlan,2018-02-09,17/18,Without Club,Bray Wanderers,-,-,
ronan-coughlan,2017-07-01,17/18,Huddersf. U23,Without Club,-,-,
ronan-coughlan,2014-07-10,14/15,LFC Academy,Huddersf. U21,?,-,
ronan-curtis,2026-01-10,25/26,Port Vale,Plymouth,?,€200k,
ronan-curtis,2024-07-01,24/25,AFC Wimbledon,Port Vale,free transfer,€200k,free
ronan-curtis,2024-01-19,23/24,Without Club,AFC Wimbledon,-,€300k,
ronan-curtis,2023-07-01,23/24,Portsmouth,Without Club,-,€400k,
ronan-curtis,2018-07-01,18/19,Derry City,Portsmouth,€110k,-,fee
ronan-curtis,2015-07-01,15/16,Derry Academy,Derry City,-,-,
ronan-dawson,2026-07-01,26/27,Rovers Academy,Longford Town,free transfer,-,free
ronan-dawson,2025-01-01,24/25,Bray Academy,Rovers Academy,free transfer,-,free
ronan-doherty,2026-01-21,25/26,Coleraine,Larne FC,?,€100k,
ronan-doherty,2025-01-10,24/25,Cliftonville,Coleraine,?,€225k,
ronan-doherty,2019-07-01,19/20,Institute,Cliftonville,free transfer,-,free
ronan-doherty,2018-07-01,18/19,Cockhill Celtic,Institute,free transfer,-,free
ronan-doherty,2016-03-01,15/16,Institute U20,Cockhill Celtic,free transfer,-,free
ronan-maher,2026-05-31,25/26,Tamworth,Walsall,End of loan,€75k,loan end
ronan-maher,2025-10-04,25/26,Walsall,Tamworth,loan transfer,€75k,loan
ronan-maher,2025-05-31,25/26,Tamworth,Walsall,End of loan,€75k,loan end
ronan-maher,2025-04-06,24/25,Tamworth,Walsall,End of loan,€75k,loan end
ronan-maher,2025-02-07,24/25,Walsall,Tamworth,loan transfer,€75k,loan
ronan-maher,2024-12-22,24/25,Tamworth,Walsall,End of loan,€75k,loan end
ronan-maher,2024-11-22,24/25,Walsall,Tamworth,loan transfer,€75k,loan
ronan-maher,2024-05-31,23/24,Rushall,Walsall,End of loan,€100k,loan end
ronan-maher,2024-01-26,23/24,Walsall,Rushall,loan transfer,€100k,loan
ronan-maher,2023-11-07,23/24,Rushall,Walsall,End of loan,€100k,loan end
ronan-maher,2023-08-25,23/24,Walsall,Rushall,loan transfer,€100k,loan
ronan-maher,2022-07-01,22/23,Walsall U18,Walsall,-,-,
ronan-mansfield,2026-07-06,26/27,Waterford FC,Cobh Ramblers,loan transfer,€100k,loan
ronan-mansfield,2025-06-30,24/25,Fleetwood U21,Waterford FC,End of loan,-,loan end
ronan-mansfield,2024-08-16,24/25,Waterford FC,Fleetwood U21,loan transfer,-,loan
ronan-mansfield,2023-03-31,22/23,WFC Academy,Waterford FC,-,-,
ronan-teahan,2026-01-01,25/26,Kerry FC,Dundalk FC,free transfer,-,free
ronan-teahan,2023-01-20,22/23,Kerry Academy,Kerry FC,-,-,
rory-finneran,2024-07-30,24/25,Blackburn U21,Newcastle U21,?,-,
rory-finneran,2024-07-01,24/25,Blackburn U18,Blackburn U21,-,-,
rory-finneran,2023-07-01,23/24,Blackburn Acad.,Blackburn U18,-,-,
rory-gaffney,2020-02-24,19/20,Salford,Shamrock Rovers,free transfer,€150k,free
rory-gaffney,2020-02-23,19/20,Walsall,Salford,End of loan,€150k,loan end
rory-gaffney,2019-08-31,19/20,Salford,Walsall,loan transfer,€150k,loan
rory-gaffney,2018-07-01,18/19,Bristol Rovers,Salford,?,€150k,
rory-gaffney,2016-01-14,15/16,Cambridge Utd.,Bristol Rovers,?,-,
rory-gaffney,2016-01-03,15/16,Bristol Rovers,Cambridge Utd.,End of loan,-,loan end
rory-gaffney,2015-11-26,15/16,Cambridge Utd.,Bristol Rovers,loan transfer,-,loan
rory-gaffney,2015-01-01,14/15,Limerick FC,Cambridge Utd.,free transfer,-,free
rory-gaffney,2011-07-01,11/12,Mervue United,Limerick FC,free transfer,-,free
rory-gaffney,2009-01-01,08/09,Mervue Academy,Mervue United,-,-,
rory-hale,2021-01-01,20/21,Crusaders,Cliftonville,free transfer,-,free
rory-hale,2019-01-01,18/19,Without Club,Crusaders,-,-,
rory-hale,2018-10-31,18/19,Derry City,Without Club,-,-,
rory-hale,2018-01-01,17/18,Galway United,Derry City,free transfer,-,free
rory-hale,2017-08-04,17/18,Aston Villa U23,Galway United,free transfer,-,free
rory-hale,2015-07-01,15/16,Cliftonv. Res.,Aston Villa U21,?,-,
rory-hale,2014-07-01,14/15,Cliftonv. U18,Cliftonv. Res.,-,-,
ross-taheny,2026-07-01,26/27,Abu Dhabi Wolf.,Ballinamallard,free transfer,-,free
ross-taheny,2022-01-01,21/22,Ballinamallard,Abu Dhabi Wolf.,free transfer,-,free
ross-taheny,2016-07-27,16/17,Sligo Rovers,Ballinamallard,free transfer,-,free
ross-taheny,2015-01-01,14/15,Sligo Academy,Sligo Rovers,-,-,
ross-tierney,2024-07-01,24/25,Motherwell FC,Bohemians,?,€350k,
ross-tierney,2024-05-31,23/24,Walsall,Motherwell FC,End of loan,€350k,loan end
ross-tierney,2023-07-24,23/24,Motherwell FC,Walsall,loan transfer,€350k,loan
ross-tierney,2022-01-01,21/22,Bohemians,Motherwell FC,free transfer,€150k,free
ross-tierney,2019-07-01,18/19,Bohs Academy,Bohemians,-,-,
ruari-paton,2026-07-01,26/27,Port Vale,St. Johnstone,?,€225k,
ruari-paton,2026-05-31,25/26,St. Johnstone,Port Vale,End of loan,€225k,loan end
ruari-paton,2026-02-02,25/26,Port Vale,St. Johnstone,loan transfer,€225k,loan
ruari-paton,2025-06-30,24/25,Dundee United,Port Vale,End of loan,€200k,loan end
ruari-paton,2025-01-20,24/25,Port Vale,Dundee United,loan transfer,€200k,loan
ruari-paton,2024-07-15,24/25,Queen's Park,Port Vale,?,€250k,
ruari-paton,2023-07-01,23/24,Queen o. t. S.,Queen's Park,free transfer,-,free
ruari-paton,2021-07-01,21/22,Stranraer,Queen o. t. S.,free transfer,-,free
ruari-paton,2020-07-01,20/21,East Kilbride,Stranraer,free transfer,-,free
ruari-paton,2019-07-03,19/20,Hibernian B,East Kilbride,free transfer,-,free
ruari-paton,2019-05-01,18/19,Gala Fairydean,Hibernian B,End of loan,-,loan end
ruari-paton,2018-09-18,18/19,Hibernian B,Gala Fairydean,loan transfer,-,loan
ruari-paton,2018-07-01,18/19,Hibernian FC U20,Hibernian B,-,-,
ruari-paton,2017-01-25,16/17,Hibernian FC U17,Hibernian FC U20,-,-,
ruari-paton,2016-07-01,16/17,Belvedere FC,Hibernian FC U17,?,-,
ryan-brennan,2022-01-01,21/22,Shelbourne,Drogheda United,free transfer,€75k,free
ryan-brennan,2019-01-01,18/19,St. Pat's,Shelbourne,free transfer,€50k,free
ryan-brennan,2017-11-22,17/18,Bray Wanderers,St. Pat's,free transfer,€50k,free
ryan-brennan,2016-01-01,15/16,Shamrock Rovers,Bray Wanderers,free transfer,€50k,free
ryan-brennan,2014-01-01,13/14,Drogheda United,Shamrock Rovers,free transfer,€50k,free
ryan-brennan,2012-01-01,11/12,Monaghan United,Drogheda United,free transfer,€50k,free
ryan-brennan,2011-01-01,10/11,Drogheda United,Monaghan United,free transfer,€50k,free
ryan-brennan,2010-01-01,09/10,Drogs Academy,Drogheda United,-,-,
ryan-burke,2026-01-12,25/26,Waterford FC,Bohemians,free transfer,€125k,free
ryan-burke,2023-02-14,22/23,Bohemians,Waterford FC,free transfer,€50k,free
ryan-burke,2022-07-01,22/23,Mansfield Town,Bohemians,free transfer,-,free
ryan-burke,2021-07-02,21/22,Birmingham U23,Mansfield Town,free transfer,-,free
ryan-burke,2021-01-17,20/21,Yeovil Town,Birmingham U23,End of loan,-,loan end
ryan-burke,2020-09-22,20/21,Birmingham U23,Yeovil Town,loan transfer,-,loan
ryan-burke,2019-07-01,19/20,Birmingham U18,Birmingham U23,-,-,
ryan-burke,2017-07-01,17/18,Pat's Academy,Birmingham U18,?,-,
ryan-burke,2016-07-01,16/17,St. Josephs Boys,Pat's Academy,?,-,
ryan-butler,2025-02-14,24/25,Wexford Academy,Wexford FC,-,-,
ryan-butler,2022-07-01,22/23,Bunclody AFC,Wexford Academy,free transfer,-,free
ryan-delaney,2026-07-13,26/27,Swindon Town,Oldham Athletic,free transfer,€100k,free
ryan-delaney,2026-05-31,25/26,Newport County,Swindon Town,End of loan,€100k,loan end
ryan-delaney,2026-01-15,25/26,Swindon Town,Newport County,loan transfer,€125k,loan
ryan-delaney,2024-07-01,24/25,Newport County,Swindon Town,free transfer,€225k,free
ryan-delaney,2023-07-21,23/24,Morecambe FC,Newport County,free transfer,€225k,free
ryan-delaney,2022-05-31,21/22,Scunthorpe Utd.,Morecambe FC,End of loan,€100k,loan end
ryan-delaney,2022-01-31,21/22,Morecambe FC,Scunthorpe Utd.,loan transfer,€100k,loan
ryan-delaney,2021-07-01,21/22,Bolton,Morecambe FC,free transfer,€100k,free
ryan-delaney,2020-01-31,19/20,Rochdale,Bolton,?,€100k,
ryan-delaney,2020-01-05,19/20,AFC Wimbledon,Rochdale,End of loan,€100k,loan end
ryan-delaney,2019-09-02,19/20,Rochdale,AFC Wimbledon,loan transfer,€100k,loan
ryan-delaney,2018-01-09,17/18,Burton Albion,Rochdale,?,€100k,
ryan-delaney,2017-11-01,16/17,Cork City,Burton Albion,End of loan,€100k,loan end
ryan-delaney,2017-01-26,16/17,Burton Albion,Cork City,loan transfer,€100k,loan
ryan-delaney,2016-07-25,16/17,Wexford FC,Burton Albion,?,-,
ryan-delaney,2014-01-01,13/14,Unknown,Wexford Youths,?,-,
ryan-graydon,2026-01-09,25/26,Fleetwood,Salford,€400k,€250k,fee
ryan-graydon,2023-07-12,23/24,Derry City,Fleetwood,€105k,€150k,fee
ryan-graydon,2022-07-03,22/23,Longford Town,Derry City,€10k,-,fee
ryan-graydon,2022-01-01,21/22,Bray Wanderers,Longford Town,free transfer,-,free
ryan-graydon,2020-02-03,19/20,Bohemians,Bray Wanderers,free transfer,-,free
ryan-graydon,2018-07-01,18/19,Bohs Academy,Bohemians,-,-,
ryan-johansson,2026-07-01,26/27,Wehen Wiesbaden,Pr. Münster,free transfer,€350k,free
ryan-johansson,2024-07-08,24/25,SC Freiburg II,Wehen Wiesbaden,?,€250k,
ryan-johansson,2023-08-30,23/24,Sevilla Atl.,SC Freiburg II,free transfer,€100k,free
ryan-johansson,2022-06-30,21/22,Fortuna Sittard,Sevilla Atl.,End of loan,€100k,loan end
ryan-johansson,2021-08-13,21/22,Sevilla Atl.,Fortuna Sittard,loan transfer,€100k,loan
ryan-johansson,2020-01-22,19/20,FC Bayern U19,Sevilla Atl.,free transfer,-,free
ryan-johansson,2018-07-01,18/19,FC Bayern U17,FC Bayern U19,-,-,
ryan-johansson,2017-07-01,17/18,Without Club,FC Bayern U17,-,-,
ryan-johansson,2016-09-01,16/17,Metz U17,Without Club,-,-,
ryan-johansson,2016-07-01,16/17,Metz Youth,Metz U17,-,-,
ryan-johansson,2015-01-01,14/15,RFCU Youth,Metz Youth,free transfer,-,free
ryan-manning,2023-07-11,23/24,Swansea,Southampton,free transfer,€2.50m,free
ryan-manning,2020-10-16,20/21,QPR,Swansea,€278k,€2.40m,fee
ryan-manning,2018-12-31,18/19,Rotherham,QPR,End of loan,€250k,loan end
ryan-manning,2018-08-16,18/19,QPR,Rotherham,loan transfer,€250k,loan
ryan-manning,2015-01-08,14/15,Galway United,QPR,€68k,-,fee
ryan-manning,2014-01-30,13/14,Mervue United,Galway United,free transfer,-,free
ryan-manning,2013-01-01,12/13,Mervue Academy,Mervue United,-,-,
ryan-markey,2026-01-01,25/26,Without Club,Drogheda United,-,€50k,
ryan-markey,2025-07-01,25/26,Cliftonville,Without Club,-,€75k,
ryan-markey,2024-08-17,24/25,Kildare Academy,Cliftonville,free transfer,-,free
ryan-markey,2022-03-01,21/22,Bohs Academy,Kildare Academy,free transfer,-,free
ryan-okane,2026-01-01,25/26,Shelbourne,Sligo Rovers,?,€100k,
ryan-okane,2025-11-30,25/26,Sligo Rovers,Shelbourne,End of loan,€100k,loan end
ryan-okane,2025-07-01,25/26,Shelbourne,Sligo Rovers,loan transfer,€100k,loan
ryan-okane,2025-01-01,24/25,Dundalk FC,Shelbourne,€25k,€100k,fee
ryan-okane,2021-02-19,20/21,Cliftonv. Res.,Dundalk FC,free transfer,-,free
ryan-okane,2020-07-01,20/21,Warrenpoint,Cliftonv. Res.,free transfer,-,free
ryan-patrick-nolan,2026-07-01,26/27,Larne FC,Linfield,free transfer,€100k,free
ryan-patrick-nolan,2024-09-10,24/25,Without Club,Larne FC,-,€200k,
ryan-patrick-nolan,2024-09-03,24/25,Hércules CF,Without Club,-,€200k,
ryan-patrick-nolan,2023-07-15,23/24,Raith Rovers,Hércules CF,free transfer,€225k,free
ryan-patrick-nolan,2022-07-28,22/23,Northampton,Raith Rovers,?,€150k,
ryan-patrick-nolan,2022-04-09,21/22,Kidderminster,Northampton,End of loan,€150k,loan end
ryan-patrick-nolan,2022-03-09,21/22,Northampton,Kidderminster,loan transfer,€150k,loan
ryan-patrick-nolan,2022-02-28,21/22,Without Club,Northampton,-,€150k,
ryan-patrick-nolan,2021-07-01,21/22,Getafe CF B,Without Club,-,€150k,
ryan-patrick-nolan,2020-10-06,20/21,Arezzo,Getafe CF B,free transfer,€100k,free
ryan-patrick-nolan,2020-07-01,19/20,Giana Erminio,Arezzo,End of loan,€100k,loan end
ryan-patrick-nolan,2020-01-31,19/20,Arezzo,Giana Erminio,loan transfer,€125k,loan
ryan-patrick-nolan,2019-08-29,19/20,Inter U19,Arezzo,free transfer,€150k,free
ryan-patrick-nolan,2016-07-01,16/17,Inter U17,Inter U19,-,-,
ryan-patrick-nolan,2015-07-29,15/16,Torre Pacheco,Inter U17,?,-,
ryan-sheridan,2026-02-05,25/26,Pat's Academy,St. Pat's,-,-,
ryan-swan,2026-07-01,26/27,Annagh United,Newry City,free transfer,-,free
ryan-swan,2023-07-01,23/24,Warrenpoint,Annagh United,free transfer,-,free
ryan-swan,2020-01-08,19/20,Bohemians,Warrenpoint,free transfer,-,free
ryan-swan,2018-01-01,17/18,Cabinteely,Bohemians,free transfer,-,free
ryan-swan,2017-07-10,17/18,Exeter City,Cabinteely,free transfer,-,free
ryan-swan,2017-02-10,16/17,UCD,Exeter City,free transfer,-,free
ryan-swan,2015-02-10,14/15,Bray Academy,UCD,free transfer,-,free
ryan-swan,2013-07-01,13/14,Tolka Rovers,Bray Academy,free transfer,-,free
ryan-sweeney,2025-07-01,25/26,Burton Albion,Mansfield Town,free transfer,€400k,free
ryan-sweeney,2023-07-14,23/24,Dundee FC,Burton Albion,free transfer,€375k,free
ryan-sweeney,2021-07-01,21/22,Mansfield Town,Dundee FC,free transfer,€250k,free
ryan-sweeney,2019-01-29,18/19,Stoke City,Mansfield Town,free transfer,€250k,free
ryan-sweeney,2019-01-28,18/19,Mansfield Town,Stoke City,End of loan,€250k,loan end
ryan-sweeney,2018-08-03,18/19,Stoke City,Mansfield Town,loan transfer,€250k,loan
ryan-sweeney,2018-05-31,17/18,Bristol Rovers,Stoke City,End of loan,€250k,loan end
ryan-sweeney,2017-08-04,17/18,Stoke City,Bristol Rovers,loan transfer,€250k,loan
ryan-sweeney,2017-05-31,16/17,Bristol Rovers,Stoke City,End of loan,€250k,loan end
ryan-sweeney,2017-01-20,16/17,Stoke City,Bristol Rovers,loan transfer,€250k,loan
ryan-sweeney,2016-08-05,16/17,AFC Wimbledon,Stoke City,€295k,€250k,fee
ryan-sweeney,2015-02-06,14/15,Wimbledon U18,AFC Wimbledon,-,-,
sam-curtis,2026-05-31,25/26,Chesterfield,Sheff Utd,End of loan,€200k,loan end
sam-curtis,2026-01-04,25/26,Sheff Utd,Chesterfield,loan transfer,€175k,loan
sam-curtis,2025-07-01,25/26,Sheff Utd U21,Sheff Utd,-,€175k,
sam-curtis,2025-06-30,24/25,St. Johnstone,Sheff Utd U21,End of loan,€175k,loan end
sam-curtis,2025-01-17,24/25,Sheff Utd U21,St. Johnstone,loan transfer,€175k,loan
sam-curtis,2025-01-02,24/25,Peterborough,Sheff Utd U21,End of loan,€175k,loan end
sam-curtis,2024-08-02,24/25,Sheff Utd U21,Peterborough,loan transfer,€150k,loan
sam-curtis,2024-01-25,23/24,St. Pat's,Sheff Utd U21,free transfer,€150k,free
sam-curtis,2021-07-25,21/22,Rovers Academy,St. Pat's,free transfer,-,free
sam-foley,2026-07-10,26/27,Barrow,Chester,free transfer,€25k,free
sam-foley,2022-07-01,22/23,Tranmere,Barrow,free transfer,€250k,free
sam-foley,2021-07-22,21/22,Motherwell FC,Tranmere,free transfer,€250k,free
sam-foley,2021-01-29,20/21,St. Mirren,Motherwell FC,free transfer,€250k,free
sam-foley,2019-08-01,19/20,Northampton,St. Mirren,free transfer,€250k,free
sam-foley,2017-07-01,17/18,Port Vale,Northampton,free transfer,€250k,free
sam-foley,2015-07-01,15/16,Yeovil Town,Port Vale,free transfer,€300k,free
sam-foley,2014-04-16,13/14,Shrewsbury,Yeovil Town,End of loan,€300k,loan end
sam-foley,2014-03-07,13/14,Yeovil Town,Shrewsbury,loan transfer,€300k,loan
sam-foley,2012-07-01,12/13,Newport County,Yeovil Town,free transfer,-,free
sam-foley,2009-07-01,09/10,Kidderminster,Newport County,free transfer,-,free
sam-foley,2008-07-01,08/09,Cheltenham,Kidderminster,free transfer,-,free
sam-foley,2005-07-01,05/06,Cheltenham U18,Cheltenham,-,-,
sam-kierans,2026-08-07,26/27,Shels Academy,Newry City,free transfer,-,free
sam-kierans,2024-01-01,23/24,Dundalk Academy,Shels Academy,free transfer,-,free
sam-kierans,2023-01-01,22/23,Pat's Academy,Dundalk Academy,free transfer,-,free
sam-kierans,2022-01-01,21/22,Bohs Academy,Pat's Academy,free transfer,-,free
sam-rooney,2026-02-05,25/26,Pat's Academy,St. Pat's,-,-,
sam-steward,2026-02-05,25/26,Pat's Academy,St. Pat's,-,-,
sam-todd,2026-01-01,25/26,Derry City,Bohemians,free transfer,€150k,free
sam-todd,2025-01-01,24/25,Larne FC,Derry City,End of loan,€100k,loan end
sam-todd,2024-08-26,24/25,Derry City,Larne FC,loan transfer,€50k,loan
sam-todd,2023-07-12,23/24,UCD,Derry City,free transfer,€50k,free
sam-todd,2021-01-01,20/21,Finn Harps,UCD,free transfer,-,free
sam-todd,2019-01-01,18/19,Derry City,Finn Harps,free transfer,-,free
sam-todd,2018-11-30,18/19,Finn Harps,Derry City,End of loan,-,loan end
sam-todd,2018-01-16,17/18,Derry City,Finn Harps,loan transfer,-,loan
sam-todd,2017-01-01,16/17,Derry Academy,Derry City,-,-,
sammie-szmodics,2026-02-02,25/26,Ipswich,Derby,loan transfer,€7.00m,loan
sammie-szmodics,2024-08-16,24/25,Blackburn,Ipswich,€10.60m,€7.00m,fee
sammie-szmodics,2022-08-01,22/23,Peterborough,Blackburn,€3.00m,€500k,fee
sammie-szmodics,2020-09-08,20/21,Bristol City,Peterborough,€1.10m,€150k,fee
sammie-szmodics,2020-05-31,19/20,Peterborough,Bristol City,End of loan,€150k,loan end
sammie-szmodics,2020-01-16,19/20,Bristol City,Peterborough,loan transfer,€150k,loan
sammie-szmodics,2019-07-01,19/20,Colchester Utd.,Bristol City,€800k,€100k,fee
sammie-szmodics,2015-11-30,15/16,Braintree,Colchester Utd.,End of loan,€100k,loan end
sammie-szmodics,2015-10-30,15/16,Colchester Utd.,Braintree,loan transfer,€100k,loan
sammie-szmodics,2013-07-01,13/14,Colchester U18,Colchester Utd.,-,-,
samuel-ogungbe,2026-02-05,25/26,Pat's Academy,St. Pat's,-,-,
samuel-safaei,2026-05-31,25/26,HW Welders,Dundalk FC,End of loan,-,loan end
samuel-safaei,2026-01-01,25/26,Dundalk FC,HW Welders,loan transfer,-,loan
samuel-safaei,2024-01-21,23/24,Dundalk Academy,Dundalk FC,-,-,
samuel-safaei,2023-07-01,23/24,Bray Academy,Dundalk Academy,?,-,
scott-brady,2026-07-31,26/27,Drogheda United,Longford Town,free transfer,-,free
scott-brady,2025-01-21,24/25,Dundalk FC,Drogheda United,free transfer,-,free
scott-brady,2024-06-29,23/24,Dundalk Academy,Dundalk FC,-,-,
scott-brady,2022-01-01,21/22,Bohs Academy,Dundalk Academy,free transfer,-,free
scott-brady,2019-01-01,18/19,St. Kevins Boys,Bohs Academy,free transfer,-,free
scott-davies,2026-07-01,26/27,Slough,Aldershot,free transfer,-,free
scott-davies,2021-05-04,20/21,Biggleswade Town,Slough,free transfer,-,free
scott-davies,2020-08-07,20/21,Slough,Biggleswade Town,free transfer,-,free
scott-davies,2020-03-01,19/20,Kingstonian FC,Harlow,free transfer,-,free
scott-davies,2019-07-01,19/20,Harlow,Slough,free transfer,-,free
scott-davies,2019-02-01,18/19,Slough,Kingstonian FC,free transfer,-,free
scott-davies,2018-03-01,17/18,Oxford City,Slough,free transfer,-,free
scott-davies,2016-07-01,16/17,Wealdstone,Oxford City,free transfer,-,free
scott-davies,2015-01-27,14/15,Dunstable,Wealdstone,free transfer,€100k,free
scott-davies,2014-07-01,14/15,Oxford United,Dunstable,free transfer,€100k,free
scott-davies,2013-03-01,12/13,Without Club,Oxford United,-,€100k,
scott-davies,2012-12-31,12/13,Crawley Town,Without Club,-,€100k,
scott-davies,2011-12-31,11/12,Aldershot,Crawley Town,End of loan,€100k,loan end
scott-davies,2011-10-01,11/12,Crawley Town,Aldershot,loan transfer,€100k,loan
